QueryID	Relevance	Entity1Url	Entity2Url	Relationship	Description
1014	Fair	http://en.wikipedia.org/wiki/Stana_Katic	http://en.wikipedia.org/wiki/Jon_Huertas	TvActor_CoCastsWith_TvActor	In 2012, Huertas and Stana Katic received the award for Performance in a Drama Episode at the 16th Annual PRISM Awards.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	"Rick Springfield also co-starred as ""Keith Stewart"" in episode 17, season 4 (""Dwarf in a Helium Hat"") of ""The Rockford Files""."
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	Cameron has cited Tony Williams, Keith Moon, Steve Gadd, Stewart Copeland, and Kiss as influences.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	Margaret died in 1380 and Albany subsequently married Muriella Keith, with whom Robert Stewart, Duke of Albany had three children:
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	At the suggestion of pianist and road manager Ian Stewart, the Stones decided to add a new guitarist, and on 8 June 1969, Jones was visited by Mick Jagger, Keith Richards and Charlie Watts, and was told that the group he had formed would continue without him.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	Victor Bockris states that the band members included Mick Jagger, Keith Richards, Brian Jones, Ian Stewart on piano, Dick Taylor on bass and Tony Chapman on drums.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	It features contributions from Mick Jagger, Willie Nelson, Jimmy Page, Keith Richards and Rod Stewart, among others.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	The Blues Boys folded when Brian Jones, after sharing thoughts on their joint interest in the blues music, invited Mick and Keith to the Bricklayers Arms pub, where they then met Ian Stewart.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	Students who received black belts in addition to these students were Karl Kriese, Kevin Thistle, George Wong, Keith Stewart and Clement Chan.
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	"It was in mid-1962 that Watts first met Brian Jones, Ian ""Stu"" Stewart, Mick Jagger, and Keith Richards, who also frequented the London rhythm and blues clubs, but it wasn't until January 1963 that Watts finally agreed to join the Rolling Stones."
1019	Wrong Entities	http://en.wikipedia.org/wiki/Jon_Stewart	http://en.wikipedia.org/wiki/Toby_Keith	TvActor_CoCastsWith_TvActor	The first settled line-up had Brian Jones on guitar and harmonica, Ian Stewart on piano, Mick Jagger on lead vocals and harmonica, Keith Richards on guitar and backing vocals, Bill Wyman on bass and Charlie Watts on drums.
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	"Parsons initially attempted to obtain redress through magical means, carrying out a ""Banishing Ritual of the Pentagram"" to curse Hubbard and Sara."
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	"Hubbard befriended Parsons and soon became sexually involved with Parsons's 21-year-old girlfriend, Sara ""Betty"" Northrup."
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	Parsons attempted to recover his money by obtaining an injunction to prevent Hubbard and Sara leaving the country or disposing of the remnants of his assets.
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	"Soon afterwards, Parsons, Hubbard and Sara agreed to set up a business partnership, ""Allied Enterprises"", in which they invested nearly their entire savingsâ€”the vast majority contributed by Parsons."
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	"To Parsons' dismay, Hubbard soon began an affair with Sara after beginning ""affairs with one girl after another in the house."""
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	"When Helen returned, she found Sara wearing Helen's own clothes and calling herself Parsons' ""new wife."""
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	For his part, Hubbard had moved in with the rocket scientist and occultist John Whiteside Parsons in Pasadena, California, and had begun an intense affair with Parsons' girlfriend Sara Northrup Hollister.
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	Although both were committed OTO members, the reactions of Parsons and Helen towards Sara were markedly different.
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	Sara also joined the OTO in 1941, at Parsons' urging, and was given the title of Soror [Sister] Cassap.
102	Wrong Entities	http://en.wikipedia.org/wiki/Estelle_Parsons	http://en.wikipedia.org/wiki/Sara_Gilbert	TvActor_CoCastsWith_TvActor	Hubbard also rewrote the account of why Sara Northrup Hollister had been involved with Jack Parsons and the OTO in the first place.
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	"Robert Englund was auditioning for a part in ""Apocalypse Now"" when Mark Hamill walked across the hall where auditions were taking place for George Lucas' '."
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	"Reprints of Joseph Campbell's ""The Hero with a Thousand Faces"" (which influenced Lucas as Mark Hamill was developing the films) issued after the release of ""Star Wars"" in 1977 used the image of Hamill as Luke Skywalker on the cover."
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	"In 1977, Fisher starred as Princess Leia Organa in George Lucas's science fiction film ""Star Wars"" (later retitled ') opposite Mark Hamill and Harrison Ford, a part she sarcastically claims to have obtained by sleeping ""with some nerd."""
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	"As ""War Wizards"" neared completion, Lucas requested that Bakshi change the title of his film to ""Wizards"" to avoid conflict with ""Star Wars""; Bakshi agreed because Lucas had allowed Mark Hamill to take time off from ""Star Wars"" to record a voice for ""Wizards""."
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	Although Guinness disliked the fame that followed work he did not esteem, Lucas and fellow cast members Mark Hamill, Harrison Ford, Anthony Daniels and Carrie Fisher have spoken highly of his courtesy and professionalism, both on and off the set.
1020	Wrong Relationship	http://en.wikipedia.org/wiki/Mark_Hamill	http://en.wikipedia.org/wiki/George_Lucas	TvActor_CoCastsWith_TvActor	Will also auditioned for the part of Luke Skywalker in ', and, according to Fred Roos, Will Seltzer was George Lucas's second choice for the role behind Mark Hamill.
1025	Excellent	http://en.wikipedia.org/wiki/Maggie_Smith	http://en.wikipedia.org/wiki/Judi_Dench	MovieActor_CoCastsWith_MovieActor	"Judi Dench followed ""Riddick"" with a more traditional role in Charles Dance's period drama ""Ladies in Lavender"", also starring friend Maggie Smith."
